Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost,Product_Name
,21,17,6.0,2023-09-12,176223.7089619833,1008000.0,RealTime Revenue
1942.0,46,11,15.0,2020-11-28,148743.86513143158,2195200.0,OptiFlow Automation
,13,19,17.0,2023-04-11,97511.08761742942,1657688.4894963002,EcoNomix Modeler
1961.0,15,11,8.0,2024-03-27,163496.16245332707,1254400.0,OptiFlow Automation
1963.0,41,8,10.0,2024-02-21,,1663200.0,
1967.0,73,2,9.0,2022-08-23,160602.55811747324,1512000.0,MarketMinder Analytics
,49,18,19.0,2023-10-13,141766.1825965504,2419200.0,DashSync Analytics Hub
1980.0,33,19,7.0,2021-11-12,98405.78823888484,666400.0,EcoNomix Modeler
1982.0,34,4,8.0,2024-05-01,114784.79117213252,918278.3293770602,CustomerScope Insights
1993.0,71,19,15.0,2022-05-18,97747.2126060649,1466208.1890909735,EcoNomix Modeler
1996.0,100,13,2.0,2023-04-23,204590.2464013792,392000.0,ForecastXcelerator 
1999.0,48,10,13.0,2021-03-26,90154.756108729,1075200.0,SegmentX Targeting
2002.0,20,11,6.0,2021-10-05,164422.2294901832,940800.0,OptiFlow Automation
,12,11,7.0,2021-06-15,153235.89063740408,1097600.0,OptiFlow Automation
2011.0,14,20,14.0,2024-05-23,239968.09033373505,3359553.2646722905,FinSphere Intelligence Suite
2012.0,40,14,12.0,2021-04-10,128429.05578982264,1674400.0,InsightMax Insights Platform
2023.0,5,14,4.0,2020-11-27,128800.0,515200.0,InsightMax Insights Platform
2028.0,66,4,13.0,2021-01-06,117320.18576366352,1601600.0,CustomerScope Insights
2045.0,17,11,13.0,2022-04-26,146274.65502496212,1881600.0,OptiFlow Automation
2054.0,33,12,13.0,2022-10-13,91601.45064423545,1176000.0,BudgetMaster Pro
2058.0,10,4,11.0,2024-01-01,121793.34242806668,1232000.0,CustomerScope Insights
2060.0,54,8,4.0,2022-08-12,154229.28405376614,616917.1362150646,
2065.0,55,5,4.0,2022-11-13,85954.44499249813,343817.7799699925,SalesSync Optimizer
2068.0,67,18,9.0,2022-06-07,136251.63460025386,1075200.0,DashSync Analytics Hub
2070.0,95,3,4.0,2024-08-03,96104.794061292,403200.0,TrendWise Forecaster
2075.0,25,18,2.0,2023-11-01,143001.1592597814,268800.0,DashSync Analytics Hub
2093.0,88,9,4.0,2020-12-30,112000.0,448000.0,Product 9
,70,8,7.0,2021-07-22,141279.60642851327,907200.0,
2105.0,28,10,19.0,2021-05-25,89600.0,1702400.0,SegmentX Targeting
2113.0,20,19,8.0,2024-01-18,90997.18621511814,666400.0,EcoNomix Modeler
2115.0,15,19,3.0,2021-10-02,103093.58974522311,309280.76923566934,EcoNomix Modeler
2116.0,22,19,21.0,2022-03-26,95655.48453140214,1904000.0,EcoNomix Modeler
2131.0,66,18,13.0,2021-10-17,122605.85388130628,1612800.0,DashSync Analytics Hub
,34,16,2.0,2024-01-12,108771.43164723444,212800.0,
2134.0,13,16,5.0,2023-08-21,100993.83488843348,532000.0,
2142.0,18,10,5.0,2020-11-18,98490.43208317258,537600.0,SegmentX Targeting
2150.0,9,10,19.0,2023-12-27,80815.72649246675,1612800.0,SegmentX Targeting
2153.0,52,16,12.0,2023-05-31,110798.84826618436,1276800.0,
2165.0,67,8,13.0,2024-02-01,144043.7739745913,1814400.0,
2170.0,85,5,2.0,2022-06-11,85021.06586330429,170042.13172660858,SalesSync Optimizer
2174.0,72,7,16.0,2023-05-18,142604.5642012899,2268000.0,DataBridge Integration Tool
,73,3,9.0,2024-08-21,96594.80280774704,806400.0,TrendWise Forecaster
2192.0,33,1,3.0,2024-10-27,130099.99666326508,390299.98998979526,FinPredictor Suite
2194.0,45,12,4.0,2022-05-26,80974.76232073164,336000.0,BudgetMaster Pro
2200.0,80,18,3.0,2023-01-02,141269.2244355504,423807.6733066512,DashSync Analytics Hub
2210.0,4,15,4.0,2022-05-17,102645.5331360478,410582.1325441912,NexGen Segmentator
2216.0,76,9,21.0,2023-05-24,122094.27821462564,2240000.0,Product 9
2220.0,60,5,13.0,2022-11-15,87793.4925497176,1176000.0,SalesSync Optimizer
2225.0,76,13,14.0,2023-11-09,200843.56784730343,2548000.0,ForecastXcelerator 
2226.0,20,11,11.0,2021-11-22,156800.0,1724800.0,OptiFlow Automation
2227.0,12,16,13.0,2022-08-03,99738.14364375616,1489600.0,
2230.0,89,11,5.0,2024-02-06,156800.0,784000.0,OptiFlow Automation
2238.0,9,20,16.0,2022-05-04,201797.95355549216,3808000.0,FinSphere Intelligence Suite
2241.0,11,10,1.0,2022-02-02,92996.65245487848,89600.0,SegmentX Targeting
2261.0,64,5,8.0,2021-01-08,88914.07221871437,756000.0,SalesSync Optimizer
2263.0,84,10,7.0,2022-02-19,88419.94345713322,618939.6041999325,SegmentX Targeting
2266.0,80,6,13.0,2021-09-04,177237.76398542378,2329600.0,RevenueVue Dashboard
2267.0,91,14,1.0,2022-06-20,128800.0,128800.0,InsightMax Insights Platform
2270.0,37,17,17.0,2024-01-10,166135.65291708885,3024000.0,RealTime Revenue
2271.0,85,16,18.0,2023-06-30,101873.2396693464,2021600.0,
2283.0,62,19,20.0,2021-05-10,92939.35127268736,1858787.0254537473,EcoNomix Modeler
2287.0,36,17,10.0,2021-11-08,176698.94540605674,1848000.0,RealTime Revenue
2291.0,93,1,14.0,2024-05-21,129197.01029449356,2100000.0,FinPredictor Suite
2293.0,63,5,17.0,2023-08-08,84000.0,1512000.0,SalesSync Optimizer
2306.0,33,14,9.0,2023-02-05,140855.5172593239,1159200.0,InsightMax Insights Platform
2313.0,41,5,10.0,2024-10-09,85124.84518070721,840000.0,SalesSync Optimizer
2314.0,45,1,5.0,2022-05-04,146934.24472862203,734671.2236431101,FinPredictor Suite
2333.0,87,3,9.0,2024-10-23,100423.58663835491,806400.0,TrendWise Forecaster
2340.0,67,11,17.0,2024-09-28,148608.07960348093,2508800.0,OptiFlow Automation
2355.0,64,2,13.0,2021-03-01,161345.00004304567,2352000.0,MarketMinder Analytics
2357.0,70,2,8.0,2021-08-20,169334.81205552432,1512000.0,MarketMinder Analytics
2360.0,17,8,12.0,2023-07-07,155884.12530662588,1965600.0,
2378.0,95,5,2.0,2021-12-04,90082.07959965058,180164.15919930115,SalesSync Optimizer
2379.0,61,5,3.0,2021-11-06,84814.10019656738,254442.30058970215,SalesSync Optimizer
2385.0,85,1,3.0,2021-06-12,140080.48917828858,420241.4675348657,FinPredictor Suite
,10,16,11.0,2023-10-10,111769.55726778244,1276800.0,
2402.0,85,17,5.0,2020-11-26,161514.4454036857,807572.2270184285,RealTime Revenue
2407.0,89,19,4.0,2022-10-08,99762.11248986752,380800.0,EcoNomix Modeler
2408.0,18,16,8.0,2021-06-15,98545.38945419004,788363.1156335203,
2415.0,40,19,13.0,2023-05-15,95054.71362302537,1142400.0,EcoNomix Modeler
2418.0,55,12,5.0,2022-04-29,78146.41222745247,336000.0,BudgetMaster Pro
,29,5,5.0,2021-09-28,84000.0,504000.0,SalesSync Optimizer
2425.0,61,15,19.0,2022-06-08,110827.01816100192,1814400.0,NexGen Segmentator
2426.0,25,4,2.0,2021-09-06,127218.10583730016,254436.21167460032,CustomerScope Insights
2434.0,11,8,19.0,2024-04-09,160170.25311784665,2872800.0,
2445.0,94,2,7.0,2022-06-16,156834.92239113824,1176000.0,MarketMinder Analytics
2452.0,96,10,20.0,2024-09-04,86569.01596523062,1792000.0,SegmentX Targeting
2458.0,67,16,17.0,2022-08-08,97907.41988378404,1702400.0,
,75,15,13.0,2021-03-24,99436.068672035,1411200.0,NexGen Segmentator
2477.0,31,15,7.0,2022-05-18,100717.17496762154,705600.0,NexGen Segmentator
2481.0,32,11,17.0,2023-02-04,143748.4994130597,2822400.0,OptiFlow Automation
2484.0,15,14,8.0,2023-01-01,139427.20222840089,1030400.0,InsightMax Insights Platform
2489.0,91,11,3.0,2024-07-14,164716.1733039989,470400.0,OptiFlow Automation
2496.0,79,16,7.0,2024-09-18,,851200.0,
2513.0,72,10,2.0,2021-08-21,91583.11758918456,183166.23517836913,SegmentX Targeting
2531.0,21,12,2.0,2024-06-18,86435.6072006749,172871.2144013498,BudgetMaster Pro
,48,14,2.0,2021-11-30,116927.78706612464,233855.57413224928,InsightMax Insights Platform
2552.0,49,13,13.0,2023-09-05,191791.9645722411,2352000.0,ForecastXcelerator 
2555.0,53,1,16.0,2024-03-07,147280.8766919374,2100000.0,FinPredictor Suite
2559.0,34,6,6.0,2022-09-25,161454.9411497516,896000.0,RevenueVue Dashboard
2566.0,30,6,6.0,2022-08-29,177356.91830062252,1075200.0,RevenueVue Dashboard
2576.0,33,12,3.0,2022-06-15,91719.63771215228,252000.0,BudgetMaster Pro
2577.0,88,3,15.0,2024-09-11,96644.21739726902,1612800.0,TrendWise Forecaster
2580.0,80,11,20.0,2023-01-21,156823.76946204607,2979200.0,OptiFlow Automation
2584.0,100,14,6.0,2024-01-06,123626.92093018725,741761.5255811235,InsightMax Insights Platform
2600.0,10,15,20.0,2022-09-18,94077.7053266156,1915200.0,NexGen Segmentator
2605.0,44,16,1.0,2024-07-29,105745.10301055336,105745.10301055336,
2607.0,24,4,12.0,2023-11-23,111639.59927922548,1601600.0,CustomerScope Insights
2608.0,71,7,20.0,2021-03-31,151200.0,3024000.0,DataBridge Integration Tool
2609.0,43,17,8.0,2023-05-18,178368.4965905207,1176000.0,RealTime Revenue
2620.0,16,15,3.0,2023-04-13,100192.42169716084,300577.26509148255,NexGen Segmentator
2629.0,29,13,10.0,2022-06-16,179699.77079000353,1796997.7079000352,ForecastXcelerator 
2632.0,20,5,6.0,2021-07-26,84612.48255225417,420000.0,SalesSync Optimizer
,7,12,17.0,2022-07-17,90533.55181918968,1344000.0,BudgetMaster Pro
2635.0,23,13,7.0,2024-08-27,180300.03229661196,1176000.0,ForecastXcelerator 
2641.0,30,1,10.0,2020-11-05,152598.86627108784,1260000.0,FinPredictor Suite
2651.0,79,4,5.0,2023-04-14,120691.77927300528,492800.0,CustomerScope Insights
2655.0,87,10,12.0,2022-04-20,91028.0325058286,985600.0,SegmentX Targeting
2656.0,8,17,16.0,2024-06-30,158381.6895529974,2688000.0,RealTime Revenue
2659.0,60,12,12.0,2023-08-11,76128.93808837915,1008000.0,BudgetMaster Pro
2671.0,7,8,7.0,2022-01-02,157153.5325506385,907200.0,
2677.0,54,4,6.0,2023-03-03,113480.74921807976,680884.4953084786,CustomerScope Insights
2694.0,20,18,12.0,2021-10-11,139374.0907725057,1478400.0,DashSync Analytics Hub
2700.0,52,7,8.0,2023-10-19,153806.52358952828,1058400.0,DataBridge Integration Tool
,68,11,17.0,2024-06-11,157842.3901740356,2665600.0,OptiFlow Automation
2710.0,87,19,4.0,2023-10-13,100855.96511368168,380800.0,EcoNomix Modeler
2717.0,95,15,8.0,2023-09-16,97561.3517890952,806400.0,NexGen Segmentator
2721.0,46,4,19.0,2024-10-10,122247.9821792454,2464000.0,CustomerScope Insights
2726.0,76,2,4.0,2024-02-16,167103.78206479878,668415.1282591951,MarketMinder Analytics
2731.0,48,16,3.0,2021-07-12,110977.85635607384,332933.5690682215,
2741.0,59,16,3.0,2021-05-13,99318.65251317497,297955.9575395249,
,29,3,6.0,2021-08-08,105650.65535881356,604800.0,TrendWise Forecaster
2755.0,38,1,3.0,2021-02-08,132069.1078921938,396207.3236765814,FinPredictor Suite
2756.0,43,18,20.0,2023-09-10,124078.79489142828,2688000.0,DashSync Analytics Hub
2757.0,23,1,3.0,2023-01-16,143528.93295993836,420000.0,FinPredictor Suite
2768.0,5,10,15.0,2024-10-25,97303.92841292742,1459558.9261939113,SegmentX Targeting
2769.0,100,8,13.0,2022-05-31,161830.19734178795,1814400.0,
2778.0,25,4,4.0,2022-12-13,123200.0,492800.0,CustomerScope Insights
2779.0,86,9,13.0,2024-01-20,109148.5239033083,1344000.0,Product 9
2787.0,28,13,19.0,2021-01-18,196413.81353802676,3920000.0,ForecastXcelerator 
,50,1,14.0,2024-03-08,146059.73158393215,1960000.0,FinPredictor Suite
2796.0,60,5,19.0,2022-04-15,79508.94637744615,1512000.0,SalesSync Optimizer
2808.0,100,19,18.0,2024-03-15,90368.76949707408,1618400.0,EcoNomix Modeler
2809.0,81,20,16.0,2021-11-02,224000.0,3360000.0,FinSphere Intelligence Suite
2815.0,50,13,9.0,2024-06-15,186994.77120864103,1568000.0,ForecastXcelerator 
2817.0,23,13,17.0,2023-07-03,187040.9673536149,3136000.0,ForecastXcelerator 
2821.0,30,19,13.0,2023-03-18,90555.90151253818,1142400.0,EcoNomix Modeler
,82,11,10.0,2023-06-17,172101.0261942333,1411200.0,OptiFlow Automation
2834.0,85,5,8.0,2022-12-07,76138.72774795264,609109.8219836211,SalesSync Optimizer
2849.0,29,7,13.0,2023-02-19,145571.01219629942,1965600.0,DataBridge Integration Tool
2850.0,19,20,1.0,2020-11-17,242371.25113016585,224000.0,FinSphere Intelligence Suite
2858.0,54,3,2.0,2023-03-23,107413.1812073304,214826.3624146608,TrendWise Forecaster
2878.0,56,1,16.0,2022-09-26,143467.32048539649,2380000.0,FinPredictor Suite
2889.0,81,6,11.0,2022-10-25,173430.05859731397,1792000.0,RevenueVue Dashboard
2893.0,57,1,16.0,2022-08-21,148103.19692374734,2380000.0,FinPredictor Suite
2899.0,15,17,5.0,2021-01-13,170730.9454889427,853654.7274447135,RealTime Revenue
2903.0,67,17,2.0,2021-08-27,151202.38752135332,302404.77504270663,RealTime Revenue
2911.0,95,11,2.0,2022-07-05,168497.31626834805,313600.0,OptiFlow Automation
2915.0,49,8,13.0,2022-09-27,159376.94017719303,1814400.0,
2916.0,52,18,4.0,2022-01-17,144464.48622585452,672000.0,DashSync Analytics Hub
2921.0,63,14,18.0,2021-10-10,131439.23928008004,2189600.0,InsightMax Insights Platform
2932.0,13,18,14.0,2022-04-01,132500.90193585737,1747200.0,DashSync Analytics Hub
2933.0,42,9,8.0,2024-03-06,112000.0,1008000.0,Product 9
2934.0,1,12,17.0,2024-07-10,83421.34187879211,1512000.0,BudgetMaster Pro
2939.0,42,19,3.0,2021-10-08,89231.63100464002,267694.89301392005,EcoNomix Modeler
,23,19,2.0,2023-01-18,90729.27641776772,181458.55283553543,EcoNomix Modeler
2957.0,42,12,4.0,2021-03-14,76467.96412802876,252000.0,BudgetMaster Pro
2959.0,77,3,6.0,2023-11-23,109246.61410015986,705600.0,TrendWise Forecaster
2960.0,52,16,15.0,2024-05-20,,1596000.0,
2962.0,15,15,18.0,2023-05-19,106975.46004351135,1814400.0,NexGen Segmentator
2970.0,87,13,16.0,2021-03-16,196000.0,3332000.0,ForecastXcelerator 
,5,11,13.0,2021-07-21,156800.0,2195200.0,OptiFlow Automation
2991.0,94,9,13.0,2023-05-27,115257.96729253272,1344000.0,Product 9
2992.0,50,20,12.0,2022-04-18,220494.24537173376,2912000.0,FinSphere Intelligence Suite
2995.0,5,3,9.0,2023-12-26,93514.40300937304,841629.6270843573,TrendWise Forecaster
2997.0,24,1,21.0,2024-07-20,145857.11196560398,3062999.3512776834,FinPredictor Suite
3001.0,65,19,10.0,2022-09-12,97265.475531681,856800.0,EcoNomix Modeler
3002.0,29,16,2.0,2021-05-13,106576.16048273195,213152.3209654639,
3005.0,75,5,17.0,2023-05-16,90481.44413059484,1344000.0,SalesSync Optimizer
3007.0,17,8,10.0,2022-04-30,155798.855963589,1512000.0,
3009.0,13,16,14.0,2023-07-13,102032.99021639596,1428461.8630295435,
3011.0,70,11,11.0,2023-09-30,169185.87759554852,1724800.0,OptiFlow Automation
3013.0,65,11,13.0,2024-09-29,150453.61658512888,2038400.0,OptiFlow Automation
3014.0,62,4,16.0,2022-11-19,123200.0,1971200.0,CustomerScope Insights
3015.0,84,10,14.0,2021-04-28,95067.74951025056,1344000.0,SegmentX Targeting
3017.0,82,18,17.0,2021-01-22,143575.91322723945,2284800.0,DashSync Analytics Hub
3019.0,18,19,3.0,2023-07-19,101409.57371924358,304228.72115773073,EcoNomix Modeler
3024.0,11,11,21.0,2022-10-18,151052.53965886202,3136000.0,OptiFlow Automation
,3,5,7.0,2023-07-12,81349.54783844507,672000.0,SalesSync Optimizer
3039.0,80,12,12.0,2021-10-14,76550.32122608759,1092000.0,BudgetMaster Pro
3046.0,88,8,5.0,2022-03-06,137787.12676839958,688935.633841998,
3051.0,50,6,3.0,2022-07-03,180420.47077861585,541261.4123358475,RevenueVue Dashboard
3064.0,73,12,7.0,2022-01-04,82671.11076037554,672000.0,BudgetMaster Pro
3079.0,45,7,10.0,2021-05-30,146703.44966494,1360800.0,DataBridge Integration Tool
3081.0,80,14,9.0,2023-06-06,140077.03255252965,1159200.0,InsightMax Insights Platform
3086.0,23,3,7.0,2024-03-30,92731.64407543748,705600.0,TrendWise Forecaster
3089.0,41,13,7.0,2023-10-17,187463.66633007015,1372000.0,ForecastXcelerator 
3105.0,44,10,19.0,2021-03-07,81504.68975964635,1612800.0,SegmentX Targeting
3108.0,39,20,10.0,2021-02-21,204602.1713162615,2016000.0,FinSphere Intelligence Suite
3109.0,62,3,12.0,2022-10-30,100800.0,1108800.0,TrendWise Forecaster
3115.0,73,19,1.0,2024-01-14,89593.38517612156,89593.38517612156,EcoNomix Modeler
3125.0,75,11,20.0,2021-11-18,141227.58772472065,3136000.0,OptiFlow Automation
3135.0,39,11,15.0,2021-08-05,142578.7532101817,2138681.298152725,OptiFlow Automation
3142.0,88,11,20.0,2022-04-03,159987.69130443048,3199753.8260886096,OptiFlow Automation
3154.0,85,4,21.0,2021-05-23,113195.33286425384,2464000.0,CustomerScope Insights
3158.0,93,19,17.0,2024-05-24,95200.0,1523200.0,EcoNomix Modeler
,91,15,14.0,2024-05-21,109618.40098088124,1512000.0,NexGen Segmentator
3176.0,13,17,18.0,2021-05-20,168241.4597582314,2856000.0,RealTime Revenue
3179.0,63,16,20.0,2024-06-15,99960.04661753702,2128000.0,
3185.0,64,16,15.0,2023-06-27,104613.48920625048,1702400.0,
3189.0,3,7,2.0,2023-06-15,143691.12069947895,302400.0,DataBridge Integration Tool
3190.0,98,11,2.0,2023-12-09,158149.83916871707,316299.67833743413,OptiFlow Automation
3191.0,22,14,5.0,2022-06-06,131939.1791796752,659695.895898376,InsightMax Insights Platform
3195.0,70,8,5.0,2022-10-03,143673.8884486423,604800.0,
3199.0,97,20,18.0,2022-07-15,243691.96391256063,4386455.350426092,FinSphere Intelligence Suite
3210.0,97,15,13.0,2021-06-27,91799.75258300596,1209600.0,NexGen Segmentator
3218.0,75,8,5.0,2021-08-10,165433.763196201,827168.8159810051,
3223.0,7,20,13.0,2022-01-12,210691.0576540862,2912000.0,FinSphere Intelligence Suite
3227.0,50,17,7.0,2022-02-18,169692.64817333678,1176000.0,RealTime Revenue
3228.0,59,8,4.0,2021-04-22,140165.6936222384,604800.0,
3234.0,91,4,19.0,2024-08-10,122732.55211521432,2217600.0,CustomerScope Insights
3237.0,81,8,20.0,2021-03-15,165232.7253676776,2872800.0,
3252.0,94,10,12.0,2024-01-15,82054.8046577747,985600.0,SegmentX Targeting
3264.0,62,14,2.0,2021-11-05,127628.1019574381,255256.2039148762,InsightMax Insights Platform
3269.0,77,14,7.0,2021-12-16,127045.86077133376,901600.0,InsightMax Insights Platform
3283.0,20,5,1.0,2021-02-01,84000.0,84000.0,SalesSync Optimizer
3293.0,29,2,6.0,2024-06-14,167443.4497320169,1004660.6983921013,MarketMinder Analytics
3294.0,27,13,1.0,2021-03-25,203302.50953499653,196000.0,ForecastXcelerator 
3305.0,81,9,2.0,2023-05-11,115916.50629790768,231833.01259581535,Product 9
3306.0,95,11,15.0,2021-04-19,146766.594270636,2195200.0,OptiFlow Automation
,34,12,9.0,2021-03-10,77415.72383597167,696741.514523745,BudgetMaster Pro
3313.0,93,5,7.0,2021-02-23,76284.72197071159,588000.0,SalesSync Optimizer
,91,18,6.0,2021-11-30,130701.81471865428,784210.8883119257,DashSync Analytics Hub
,95,2,5.0,2021-12-29,162337.0664744828,811685.332372414,MarketMinder Analytics
3317.0,2,13,1.0,2023-05-09,211752.25844408432,196000.0,ForecastXcelerator 
3318.0,4,9,4.0,2020-12-17,108512.78641829312,448000.0,Product 9
,21,3,8.0,2023-02-07,103428.92717667256,705600.0,TrendWise Forecaster
3335.0,30,6,18.0,2022-04-28,177814.36399486172,3046400.0,RevenueVue Dashboard
3342.0,49,3,11.0,2023-05-16,108109.92825543914,1209600.0,TrendWise Forecaster
3351.0,42,5,19.0,2023-08-01,86015.16985123945,1680000.0,SalesSync Optimizer
3366.0,13,1,13.0,2022-10-02,126479.5187073172,1680000.0,FinPredictor Suite
3369.0,12,5,18.0,2023-01-29,87169.55238577507,1428000.0,SalesSync Optimizer
3373.0,4,11,2.0,2023-08-02,153786.6248892437,307573.2497784874,OptiFlow Automation
3376.0,10,15,12.0,2021-05-28,90881.32733826268,1090575.928059152,NexGen Segmentator
,85,2,9.0,2023-06-17,164617.00161008956,1680000.0,MarketMinder Analytics
3387.0,63,7,3.0,2021-10-26,151200.0,453600.0,DataBridge Integration Tool
3392.0,67,4,2.0,2021-04-20,123037.1770137574,246400.0,CustomerScope Insights
3401.0,56,20,2.0,2021-01-08,204332.02137722092,408664.04275444185,FinSphere Intelligence Suite
,33,7,8.0,2023-04-05,140278.9502988361,1058400.0,DataBridge Integration Tool
3403.0,62,10,12.0,2022-04-21,97595.04428087376,1164800.0,SegmentX Targeting
3407.0,59,2,1.0,2024-04-01,160228.24700914233,160228.24700914233,MarketMinder Analytics
3421.0,71,6,20.0,2023-04-09,162611.48675510354,3584000.0,RevenueVue Dashboard
3428.0,92,11,17.0,2022-06-12,147632.39850792283,2509750.774634688,OptiFlow Automation
3439.0,19,12,13.0,2024-03-20,85880.68266482295,1176000.0,BudgetMaster Pro
3452.0,38,10,7.0,2021-07-26,98454.50883651651,716800.0,SegmentX Targeting
3458.0,82,14,15.0,2021-07-17,140184.65776697744,1932000.0,InsightMax Insights Platform
3464.0,38,14,16.0,2021-04-17,139009.38034652692,2189600.0,InsightMax Insights Platform
,51,11,13.0,2022-03-11,156800.0,1881600.0,OptiFlow Automation
,7,5,3.0,2021-04-04,84000.0,252000.0,SalesSync Optimizer
3486.0,89,8,9.0,2023-09-18,137848.9234454749,1240640.311009274,
3495.0,6,14,13.0,2023-09-21,128800.0,1803200.0,InsightMax Insights Platform
3499.0,60,8,17.0,2023-08-10,148654.1898132732,2570400.0,
3507.0,53,18,19.0,2021-07-25,134400.0,2688000.0,DashSync Analytics Hub
3511.0,82,17,16.0,2023-08-27,181548.1789520988,2520000.0,RealTime Revenue
3518.0,57,14,5.0,2021-07-24,140599.98995227253,772800.0,InsightMax Insights Platform
3525.0,9,15,12.0,2021-02-02,109220.86947520968,1209600.0,NexGen Segmentator
3533.0,1,19,4.0,2020-12-08,102520.76519552698,410083.06078210793,EcoNomix Modeler
3542.0,65,7,11.0,2022-07-11,138804.4781555259,1814400.0,DataBridge Integration Tool
3554.0,3,9,15.0,2024-04-29,105370.87554396568,1568000.0,Product 9
3558.0,63,6,6.0,2020-12-09,174606.461505691,1075200.0,RevenueVue Dashboard
3571.0,87,3,4.0,2022-06-16,95241.32679961588,380965.30719846353,TrendWise Forecaster
3572.0,3,5,9.0,2022-06-08,84000.0,840000.0,SalesSync Optimizer
3578.0,79,18,16.0,2024-06-12,144941.50091426316,2150400.0,DashSync Analytics Hub
,56,2,19.0,2022-02-28,172523.4981123268,3360000.0,MarketMinder Analytics
,23,4,6.0,2023-06-27,113443.2783688292,680659.6702129752,CustomerScope Insights
,36,10,7.0,2024-05-17,86366.28200856493,537600.0,SegmentX Targeting
3601.0,78,11,18.0,2023-02-19,165656.88793346463,2665600.0,OptiFlow Automation
,52,7,20.0,2022-01-15,165157.59934034586,2872800.0,DataBridge Integration Tool
3608.0,88,18,20.0,2024-08-03,134400.0,2688000.0,DashSync Analytics Hub
3616.0,15,19,12.0,2020-11-27,86819.85281468373,1047200.0,EcoNomix Modeler
3619.0,49,17,16.0,2021-04-27,168000.0,2856000.0,RealTime Revenue
,43,9,2.0,2023-01-24,101384.26748921604,202768.5349784321,Product 9
,74,2,1.0,2024-06-02,151988.79762186966,151988.79762186966,MarketMinder Analytics
3627.0,14,4,7.0,2023-01-06,130199.93668101006,862400.0,CustomerScope Insights
3628.0,48,5,6.0,2021-09-01,84126.90072067043,504000.0,SalesSync Optimizer
3645.0,42,11,6.0,2023-03-22,157932.57636003516,784000.0,OptiFlow Automation
3651.0,73,8,14.0,2022-01-16,156265.99590290867,2268000.0,
3652.0,56,10,19.0,2024-09-28,88417.57145201272,1702400.0,SegmentX Targeting
,11,12,7.0,2023-12-27,84000.0,588000.0,BudgetMaster Pro
3668.0,88,1,8.0,2023-11-27,140000.0,1120000.0,FinPredictor Suite
3671.0,57,6,4.0,2022-09-30,190139.56233194924,896000.0,RevenueVue Dashboard
3677.0,81,17,18.0,2021-02-07,181869.19937650525,2856000.0,RealTime Revenue
3681.0,76,7,2.0,2023-01-26,154374.59652727633,308749.19305455266,DataBridge Integration Tool
3683.0,88,9,16.0,2022-12-26,121358.15813541152,1680000.0,Product 9
3686.0,88,2,20.0,2022-06-11,168000.0,3192000.0,MarketMinder Analytics
3688.0,49,9,13.0,2021-08-28,108953.86276573347,1456000.0,Product 9
3690.0,38,1,2.0,2021-10-22,130292.921453918,280000.0,FinPredictor Suite
,21,18,21.0,2022-02-22,142451.59970649343,2688000.0,DashSync Analytics Hub
3705.0,65,15,16.0,2024-01-31,100800.0,1713600.0,NexGen Segmentator
3706.0,43,3,15.0,2023-05-23,107174.60502751148,1411200.0,TrendWise Forecaster
3708.0,50,8,9.0,2021-04-02,144315.12260837035,1512000.0,
3709.0,85,9,13.0,2023-06-19,115651.08411267282,1503464.0934647466,Product 9
3714.0,45,5,12.0,2021-08-30,88903.48226176456,1066841.7871411745,SalesSync Optimizer
3716.0,56,11,7.0,2023-12-10,156800.0,1097600.0,OptiFlow Automation
3717.0,99,15,21.0,2023-09-14,105293.80516179543,2016000.0,NexGen Segmentator
3734.0,45,3,9.0,2024-08-13,101774.60071323458,907200.0,TrendWise Forecaster
3737.0,19,1,11.0,2023-04-08,147685.35737416832,1400000.0,FinPredictor Suite
3741.0,99,3,8.0,2022-06-30,101952.33588893004,806400.0,TrendWise Forecaster
3744.0,78,1,12.0,2021-12-08,140000.0,1820000.0,FinPredictor Suite
3754.0,79,16,21.0,2022-11-07,96503.6715228365,2128000.0,
3758.0,44,7,11.0,2021-04-03,151200.0,1814400.0,DataBridge Integration Tool
3764.0,84,7,8.0,2022-09-26,141614.77274847197,1132918.1819877757,DataBridge Integration Tool
,86,12,4.0,2022-01-22,84000.0,336000.0,BudgetMaster Pro
3768.0,6,9,20.0,2021-04-21,115667.9014901592,2240000.0,Product 9
3786.0,95,18,16.0,2021-11-17,144064.65663420525,2284800.0,DashSync Analytics Hub
,70,16,11.0,2024-07-13,,,
3792.0,4,1,14.0,2024-05-12,140141.67440557908,1960000.0,FinPredictor Suite
3795.0,97,17,14.0,2021-07-08,155464.634913367,2352000.0,RealTime Revenue
,31,17,9.0,2023-09-04,180443.95295631167,1680000.0,RealTime Revenue
3804.0,81,15,6.0,2022-03-02,93848.79200140091,563092.7520084055,NexGen Segmentator
3807.0,75,11,9.0,2020-11-28,147477.1547061362,1254400.0,OptiFlow Automation
3814.0,59,5,9.0,2023-11-22,89477.64476933578,756000.0,SalesSync Optimizer
3828.0,38,1,12.0,2022-10-25,136892.38009156304,1820000.0,FinPredictor Suite
,18,20,15.0,2022-01-14,202329.19650152003,3584000.0,FinSphere Intelligence Suite
3836.0,92,6,12.0,2022-04-29,166603.01063004948,1971200.0,RevenueVue Dashboard
